1958
12130430643/8219988 44716020795/8219988 7275479598/4881096 26025457086/4881096
9361410124/6427664 34328467564/6427664 7275479598/4881096 26025457086/4881096
3685137035/2700989 17010857855/2700989 8666633508/5756205 33644133588/5756205
1304/1 5930/1 8666633508/5756205 33644133588/5756205
25251881790/24391460 55580656390/24391460 1506/1 3528/1
5067285804/4971069 3867013197/4971069 1530/1 783/1
7275479598/4881096 26025457086/4881096 12919112811/8417241 42161691870/8417241
16481701559/11746819 59516301655/11746819 12919112811/8417241 42161691870/8417241
8666633508/5756205 33644133588/5756205 6293685208/4098188 23557419128/4098188
12130430643/8219988 44716020795/8219988 6293685208/4098188 23557419128/4098188
8666633508/5756205 33644133588/5756205 41167749276/26546031 154650802932/26546031
6293685208/4098188 23557419128/4098188 41167749276/26546031 154650802932/26546031
3685137035/2700989 17010857855/2700989 32525264193/20482863 123235467505/20482863
41167749276/26546031 154650802932/26546031 32525264193/20482863 123235467505/20482863
35442942742/29840182 51251909668/29840182 86848646507/54226747 107361349437/54226747
49563096911/34071853 53821555847/34071853 86848646507/54226747 107361349437/54226747
12919112811/8417241 42161691870/8417241 24649909992/15340545 68787652311/15340545
1400/1 4643/1 24649909992/15340545 68787652311/15340545
6293685208/4098188 23557419128/4098188 1629/1 5449/1
30365830008/29048580 16980378354/29048580 5929640706/3629982 1990455360/3629982
1537/1 548/1 5929640706/3629982 1990455360/3629982
99268657496/76628134 168376181806/76628134 112170793184/68327602 142738670578/68327602
86848646507/54226747 107361349437/54226747 112170793184/68327602 142738670578/68327602
1344/1 2500/1 44097652606/26636267 67837753382/26636267
99268657496/76628134 168376181806/76628134 44097652606/26636267 67837753382/26636267
19595032326/14696847 94026564846/14696847 88824005826/53362821 342065383194/53362821
32525264193/20482863 123235467505/20482863 88824005826/53362821 342065383194/53362821
1619/1 8922/1 29706013230/17748640 157307475610/17748640
697/1 9439/1 29706013230/17748640 157307475610/17748640
24649909992/15340545 68787652311/15340545 31147791516/18508473 72732263139/18508473
956/1 3367/1 31147791516/18508473 72732263139/18508473
112170793184/68327602 142738670578/68327602 90906702438/52542598 108309024992/52542598
86848646507/54226747 107361349437/54226747 90906702438/52542598 108309024992/52542598
44097652606/26636267 67837753382/26636267 57274891709/31491901 80976379435/31491901
112170793184/68327602 142738670578/68327602 57274891709/31491901 80976379435/31491901
49563096911/34071853 53821555847/34071853 11913362314/6522936 9051219289/6522936
22969757300/17457769 20970218017/17457769 11913362314/6522936 9051219289/6522936
32525264193/20482863 123235467505/20482863 20683549098/11274012 64328256735/11274012
41167749276/26546031 154650802932/26546031 20683549098/11274012 64328256735/11274012
31147791516/18508473 72732263139/18508473 81542576160/44146575 120640503105/44146575
44097652606/26636267 67837753382/26636267 81542576160/44146575 120640503105/44146575
81542576160/44146575 120640503105/44146575 37419548562/20166975 53876021931/20166975
57274891709/31491901 80976379435/31491901 37419548562/20166975 53876021931/20166975
37419548562/20166975 53876021931/20166975 32567452659/17432478 44954468433/17432478
57274891709/31491901 80976379435/31491901 32567452659/17432478 44954468433/17432478
5929640706/3629982 1990455360/3629982 34776050382/18352422 9767969478/18352422
1371/1 259/1 34776050382/18352422 9767969478/18352422
81542576160/44146575 120640503105/44146575 92737617452/48936625 136008790201/48936625
37419548562/20166975 53876021931/20166975 92737617452/48936625 136008790201/48936625
90906702438/52542598 108309024992/52542598 38352746716/20141028 40421360392/20141028
1887/1 1906/1 38352746716/20141028 40421360392/20141028
32567452659/17432478 44954468433/17432478 75677884371/39365091 85944095100/39365091
90906702438/52542598 108309024992/52542598 75677884371/39365091 85944095100/39365091
75677884371/39365091 85944095100/39365091 7400880882/3839166 8234404668/3839166
38352746716/20141028 40421360392/20141028 7400880882/3839166 8234404668/3839166
5929640706/3629982 1990455360/3629982 22297230276/11566563 6354281214/11566563
34776050382/18352422 9767969478/18352422 22297230276/11566563 6354281214/11566563
75677884371/39365091 85944095100/39365091 38065123030/19664630 43098135636/19664630
7400880882/3839166 8234404668/3839166 38065123030/19664630 43098135636/19664630
7400880882/3839166 8234404668/3839166 58575012444/30060756 59912496504/30060756
38352746716/20141028 40421360392/20141028 58575012444/30060756 59912496504/30060756
24649909992/15340545 68787652311/15340545 43287869456/21596524 90241902200/21596524
31147791516/18508473 72732263139/18508473 43287869456/21596524 90241902200/21596524
32567452659/17432478 44954468433/17432478 20316941736/10131898 26336560096/10131898
38065123030/19664630 43098135636/19664630 20316941736/10131898 26336560096/10131898
58575012444/30060756 59912496504/30060756 21932528688/10847907 15826454973/10847907
11913362314/6522936 9051219289/6522936 21932528688/10847907 15826454973/10847907
21932528688/10847907 15826454973/10847907 2038/1 1341/1
661/1 9266/1 100021882692/48952587 409065485372/48952587
88824005826/53362821 342065383194/53362821 100021882692/48952587 409065485372/48952587
29706013230/17748640 157307475610/17748640 77788652086/37748276 318829245990/37748276
100021882692/48952587 409065485372/48952587 77788652086/37748276 318829245990/37748276
92737617452/48936625 136008790201/48936625 40848583052/19792226 58251213688/19792226
20316941736/10131898 26336560096/10131898 40848583052/19792226 58251213688/19792226
29706013230/17748640 157307475610/17748640 81557986580/38954830 335613143140/38954830
77788652086/37748276 318829245990/37748276 81557986580/38954830 335613143140/38954830
12919112811/8417241 42161691870/8417241 26580575428/12452128 59106233510/12452128
2016/1 4475/1 26580575428/12452128 59106233510/12452128
92737617452/48936625 136008790201/48936625 10328291266/4785728 16730635212/4785728
40848583052/19792226 58251213688/19792226 10328291266/4785728 16730635212/4785728
2138/1 3867/1 6484272864/2970282 10817720496/2970282
10328291266/4785728 16730635212/4785728 6484272864/2970282 10817720496/2970282
81557986580/38954830 335613143140/38954830 2186/1 9090/1
6484272864/2970282 10817720496/2970282 31951981662/14568789 52322097033/14568789
10328291266/4785728 16730635212/4785728 31951981662/14568789 52322097033/14568789
2046/1 399/1 38538877252/17551934 7747847266/17551934
1721/1 23/1 38538877252/17551934 7747847266/17551934
43287869456/21596524 90241902200/21596524 26488050056/11807898 47172326432/11807898
6484272864/2970282 10817720496/2970282 26488050056/11807898 47172326432/11807898
7275479598/4881096 26025457086/4881096 2265/1 5131/1
34776050382/18352422 9767969478/18352422 154190113572/67854180 34538003196/67854180
38538877252/17551934 7747847266/17551934 154190113572/67854180 34538003196/67854180
31951981662/14568789 52322097033/14568789 68148461556/29879088 94229570934/29879088
40848583052/19792226 58251213688/19792226 68148461556/29879088 94229570934/29879088
20683549098/11274012 64328256735/11274012 56600238716/24625496 126128640610/24625496
26580575428/12452128 59106233510/12452128 56600238716/24625496 126128640610/24625496
77788652086/37748276 318829245990/37748276 43625772094/18946882 155093953148/18946882
100021882692/48952587 409065485372/48952587 43625772094/18946882 155093953148/18946882
43287869456/21596524 90241902200/21596524 20473741912/8841506 39074770368/8841506
26488050056/11807898 47172326432/11807898 20473741912/8841506 39074770368/8841506
22297230276/11566563 6354281214/11566563 103957701826/44814724 24681136748/44814724
154190113572/67854180 34538003196/67854180 103957701826/44814724 24681136748/44814724
26488050056/11807898 47172326432/11807898 99525912800/42903565 168876346445/42903565
31951981662/14568789 52322097033/14568789 99525912800/42903565 168876346445/42903565
26580575428/12452128 59106233510/12452128 13795425706/5857918 27241083020/5857918
20473741912/8841506 39074770368/8841506 13795425706/5857918 27241083020/5857918
13795425706/5857918 27241083020/5857918 2357/1 4662/1
2326/1 4270/1 33959562008/14304247 58638428714/14304247
2280/1 4054/1 33959562008/14304247 58638428714/14304247
33959562008/14304247 58638428714/14304247 37656621821/15845338 64819785032/15845338
99525912800/42903565 168876346445/42903565 37656621821/15845338 64819785032/15845338
68148461556/29879088 94229570934/29879088 26895109416/11298105 30005089884/11298105
20316941736/10131898 26336560096/10131898 26895109416/11298105 30005089884/11298105
33959562008/14304247 58638428714/14304247 78860987708/33122833 135891031673/33122833
37656621821/15845338 64819785032/15845338 78860987708/33122833 135891031673/33122833
154190113572/67854180 34538003196/67854180 26613615642/11064582 5541355968/11064582
38538877252/17551934 7747847266/17551934 26613615642/11064582 5541355968/11064582
26895109416/11298105 30005089884/11298105 63234641082/26207322 65363911803/26207322
38065123030/19664630 43098135636/19664630 63234641082/26207322 65363911803/26207322
63234641082/26207322 65363911803/26207322 26600183796/11019174 27420873174/11019174
2006/1 1992/1 26600183796/11019174 27420873174/11019174
63234641082/26207322 65363911803/26207322 34471278952/14215592 35563639839/14215592
26600183796/11019174 27420873174/11019174 34471278952/14215592 35563639839/14215592
20683549098/11274012 64328256735/11274012 68511190488/28060896 152919598884/28060896
56600238716/24625496 126128640610/24625496 68511190488/28060896 152919598884/28060896
37656621821/15845338 64819785032/15845338 20077890036/8202363 31478812242/8202363
99525912800/42903565 168876346445/42903565 20077890036/8202363 31478812242/8202363
13795425706/5857918 27241083020/5857918 22320918952/8856098 40542966215/8856098
20473741912/8841506 39074770368/8841506 22320918952/8856098 40542966215/8856098
22320918952/8856098 40542966215/8856098 51721713703/20278847 92568841385/20278847
78860987708/33122833 135891031673/33122833 51721713703/20278847 92568841385/20278847
26600183796/11019174 27420873174/11019174 48226779876/18905826 34118447454/18905826
58575012444/30060756 59912496504/30060756 48226779876/18905826 34118447454/18905826
22297230276/11566563 6354281214/11566563 40319566902/15763350 13839972798/15763350
2491/1 743/1 40319566902/15763350 13839972798/15763350
20077890036/8202363 31478812242/8202363 77653494726/30293971 103845139290/30293971
68148461556/29879088 94229570934/29879088 77653494726/30293971 103845139290/30293971
22320918952/8856098 40542966215/8856098 60048894684/23372241 107881050105/23372241
51721713703/20278847 92568841385/20278847 60048894684/23372241 107881050105/23372241
26895109416/11298105 30005089884/11298105 31591408870/12265841 32934724214/12265841
34471278952/14215592 35563639839/14215592 31591408870/12265841 32934724214/12265841
48226779876/18905826 34118447454/18905826 18361400988/7118580 11834359362/7118580
21932528688/10847907 15826454973/10847907 18361400988/7118580 11834359362/7118580
103957701826/44814724 24681136748/44814724 16461292915/6368701 3513382624/6368701
26613615642/11064582 5541355968/11064582 16461292915/6368701 3513382624/6368701
11913362314/6522936 9051219289/6522936 63606365165/24372879 23955665921/24372879
40319566902/15763350 13839972798/15763350 63606365165/24372879 23955665921/24372879
56600238716/24625496 126128640610/24625496 101372618841/38829759 183614229845/38829759
60048894684/23372241 107881050105/23372241 101372618841/38829759 183614229845/38829759
101372618841/38829759 183614229845/38829759 59872408824/22589526 105688259705/22589526
60048894684/23372241 107881050105/23372241 59872408824/22589526 105688259705/22589526
63606365165/24372879 23955665921/24372879 32069846127/11945517 11278418583/11945517
40319566902/15763350 13839972798/15763350 32069846127/11945517 11278418583/11945517
18361400988/7118580 11834359362/7118580 32482493736/12097875 13730407164/12097875
63606365165/24372879 23955665921/24372879 32482493736/12097875 13730407164/12097875
32482493736/12097875 13730407164/12097875 30986966700/11394225 10965055050/11394225
32069846127/11945517 11278418583/11945517 30986966700/11394225 10965055050/11394225
30986966700/11394225 10965055050/11394225 2720/1 960/1
77653494726/30293971 103845139290/30293971 30800609914/11313983 32399840914/11313983
31591408870/12265841 32934724214/12265841 30800609914/11313983 32399840914/11313983
51721713703/20278847 92568841385/20278847 2733/1 4485/1
32069846127/11945517 11278418583/11945517 100623278002/36777734 33748964266/36777734
103957701826/44814724 24681136748/44814724 100623278002/36777734 33748964266/36777734
20077890036/8202363 31478812242/8202363 155790906768/56693230 204499174794/56693230
77653494726/30293971 103845139290/30293971 155790906768/56693230 204499174794/56693230
31591408870/12265841 32934724214/12265841 40246435523/14596883 39592181909/14596883
34471278952/14215592 35563639839/14215592 40246435523/14596883 39592181909/14596883
30800609914/11313983 32399840914/11313983 72031415029/26062309 70800079210/26062309
40246435523/14596883 39592181909/14596883 72031415029/26062309 70800079210/26062309
72031415029/26062309 70800079210/26062309 30052819454/10870265 29496437726/10870265
40246435523/14596883 39592181909/14596883 30052819454/10870265 29496437726/10870265
48226779876/18905826 34118447454/18905826 29790186216/10731294 18610673046/10731294
18361400988/7118580 11834359362/7118580 29790186216/10731294 18610673046/10731294
68511190488/28060896 152919598884/28060896 128834107758/45732987 241970292495/45732987
101372618841/38829759 183614229845/38829759 128834107758/45732987 241970292495/45732987
2830/1 9516/1 134224479660/47386620 437647169388/47386620
262/1 9584/1 134224479660/47386620 437647169388/47386620
134224479660/47386620 437647169388/47386620 52948454340/18664364 163447634740/18664364
2733/1 8885/1 52948454340/18664364 163447634740/18664364
52948454340/18664364 163447634740/18664364 109582947250/38556260 315161940470/38556260
81557986580/38954830 335613143140/38954830 109582947250/38556260 315161940470/38556260
109582947250/38556260 315161940470/38556260 93264600085/32791780 260844571923/32791780
2183/1 8406/1 93264600085/32791780 260844571923/32791780
93264600085/32791780 260844571923/32791780 136146917330/47849969 374595446472/47849969
43625772094/18946882 155093953148/18946882 136146917330/47849969 374595446472/47849969
136146917330/47849969 374595446472/47849969 97605032810/34279032 260480997062/34279032
43625772094/18946882 155093953148/18946882 97605032810/34279032 260480997062/34279032
97605032810/34279032 260480997062/34279032 48435718390/16995698 124433812958/16995698
2416/1 7888/1 48435718390/16995698 124433812958/16995698
48435718390/16995698 124433812958/16995698 170462670150/59649657 385039062564/59649657
88824005826/53362821 342065383194/53362821 170462670150/59649657 385039062564/59649657
170462670150/59649657 385039062564/59649657 40879602660/14302598 91592019064/14302598
68511190488/28060896 152919598884/28060896 40879602660/14302598 91592019064/14302598
40879602660/14302598 91592019064/14302598 57840100885/20174123 109485001769/20174123
128834107758/45732987 241970292495/45732987 57840100885/20174123 109485001769/20174123
57840100885/20174123 109485001769/20174123 77753147160/27106107 142828451142/27106107
128834107758/45732987 241970292495/45732987 77753147160/27106107 142828451142/27106107
77753147160/27106107 142828451142/27106107 64901117380/22595771 109597288346/22595771
59872408824/22589526 105688259705/22589526 64901117380/22595771 109597288346/22595771
64901117380/22595771 109597288346/22595771 51893878885/18041251 79275668745/18041251
59872408824/22589526 105688259705/22589526 51893878885/18041251 79275668745/18041251
51893878885/18041251 79275668745/18041251 79920488840/27780311 120617274414/27780311
78860987708/33122833 135891031673/33122833 79920488840/27780311 120617274414/27780311
79920488840/27780311 120617274414/27780311 31987355605/11108147 44851675193/11108147
2639/1 4215/1 31987355605/11108147 44851675193/11108147
170462670150/59649657 385039062564/59649657 147120265824/51067440 329685229728/51067440
40879602660/14302598 91592019064/14302598 147120265824/51067440 329685229728/51067440
31987355605/11108147 44851675193/11108147 151918390150/52706441 196993161092/52706441
155790906768/56693230 204499174794/56693230 151918390150/52706441 196993161092/52706441
30986966700/11394225 10965055050/11394225 29888119110/10363434 10862039910/10363434
100623278002/36777734 33748964266/36777734 29888119110/10363434 10862039910/10363434
151918390150/52706441 196993161092/52706441 65872456660/22836843 79979336554/22836843
155790906768/56693230 204499174794/56693230 65872456660/22836843 79979336554/22836843
65872456660/22836843 79979336554/22836843 2885/1 3445/1
51893878885/18041251 79275668745/18041251 69317768236/23848642 103888161405/23848642
79920488840/27780311 120617274414/27780311 69317768236/23848642 103888161405/23848642
31987355605/11108147 44851675193/11108147 20336030109/6910923 27583868593/6910923
2941/1 3991/1 20336030109/6910923 27583868593/6910923
57840100885/20174123 109485001769/20174123 20065630721/6797161 38462335471/6797161
2898/1 5358/1 20065630721/6797161 38462335471/6797161
29790186216/10731294 18610673046/10731294 141696894790/47967516 80516728054/47967516
32482493736/12097875 13730407164/12097875 141696894790/47967516 80516728054/47967516
48435718390/16995698 124433812958/16995698 34599843715/11481895 81612743575/11481895
2949/1 6941/1 34599843715/11481895 81612743575/11481895
30052819454/10870265 29496437726/10870265 20980255954/6956355 12673371466/6956355
29790186216/10731294 18610673046/10731294 20980255954/6956355 12673371466/6956355
20980255954/6956355 12673371466/6956355 38807964554/12853605 23269277366/12853605
141696894790/47967516 80516728054/47967516 38807964554/12853605 23269277366/12853605
20980255954/6956355 12673371466/6956355 33883538794/11194155 20438555326/11194155
38807964554/12853605 23269277366/12853605 33883538794/11194155 20438555326/11194155
2649/1 3235/1 36944581590/12167649 39492895776/12167649
30800609914/11313983 32399840914/11313983 36944581590/12167649 39492895776/12167649
20336030109/6910923 27583868593/6910923 82736223994/27064568 105743001563/27064568
151918390150/52706441 196993161092/52706441 82736223994/27064568 105743001563/27064568
38807964554/12853605 23269277366/12853605 53617204534/17486202 28737916228/17486202
141696894790/47967516 80516728054/47967516 53617204534/17486202 28737916228/17486202
2590/1 285/1 48641253836/15818012 4141879532/15818012
2938/1 46/1 48641253836/15818012 4141879532/15818012
147120265824/51067440 329685229728/51067440 124142532006/40085907 259115084826/40085907
20065630721/6797161 38462335471/6797161 124142532006/40085907 259115084826/40085907
97605032810/34279032 260480997062/34279032 67406101010/21754570 159425201760/21754570
34599843715/11481895 81612743575/11481895 67406101010/21754570 159425201760/21754570
53617204534/17486202 28737916228/17486202 3105/1 1506/1
65872456660/22836843 79979336554/22836843 71213480776/22922420 76364273338/22922420
36944581590/12167649 39492895776/12167649 71213480776/22922420 76364273338/22922420
34599843715/11481895 81612743575/11481895 73132296212/23512530 164150224644/23512530
147120265824/51067440 329685229728/51067440 73132296212/23512530 164150224644/23512530
100623278002/36777734 33748964266/36777734 29456662125/9381525 6651332850/9381525
16461292915/6368701 3513382624/6368701 29456662125/9381525 6651332850/9381525
69317768236/23848642 103888161405/23848642 55172506161/17464215 70521898965/17464215
20336030109/6910923 27583868593/6910923 55172506161/17464215 70521898965/17464215
3161/1 6842/1 23320967480/7372517 50374466920/7372517
124142532006/40085907 259115084826/40085907 23320967480/7372517 50374466920/7372517
55172506161/17464215 70521898965/17464215 183053801938/57682828 231890755355/57682828
82736223994/27064568 105743001563/27064568 183053801938/57682828 231890755355/57682828
73132296212/23512530 164150224644/23512530 45636088192/14374358 99143016512/14374358
23320967480/7372517 50374466920/7372517 45636088192/14374358 99143016512/14374358
26613615642/11064582 5541355968/11064582 122626111896/38369976 17348713944/38369976
48641253836/15818012 4141879532/15818012 122626111896/38369976 17348713944/38369976
136146917330/47849969 374595446472/47849969 85775547515/26795375 203493797870/26795375
67406101010/21754570 159425201760/21754570 85775547515/26795375 203493797870/26795375
55172506161/17464215 70521898965/17464215 81914284036/25587367 103556745047/25587367
183053801938/57682828 231890755355/57682828 81914284036/25587367 103556745047/25587367
67406101010/21754570 159425201760/21754570 142237793488/44316508 319463141420/44316508
73132296212/23512530 164150224644/23512530 142237793488/44316508 319463141420/44316508
71213480776/22922420 76364273338/22922420 32518891044/10124511 32910675930/10124511
36944581590/12167649 39492895776/12167649 32518891044/10124511 32910675930/10124511
77753147160/27106107 142828451142/27106107 63839567160/19819530 101482435440/19819530
64901117380/22595771 109597288346/22595771 63839567160/19819530 101482435440/19819530
142237793488/44316508 319463141420/44316508 90265188578/27968456 201079055038/27968456
45636088192/14374358 99143016512/14374358 90265188578/27968456 201079055038/27968456
93264600085/32791780 260844571923/32791780 59900884945/18506765 142252909920/18506765
85775547515/26795375 203493797870/26795375 59900884945/18506765 142252909920/18506765
142237793488/44316508 319463141420/44316508 18102126596/5577218 40665933436/5577218
90265188578/27968456 201079055038/27968456 18102126596/5577218 40665933436/5577218
124142532006/40085907 259115084826/40085907 278091483564/85570881 553621333065/85570881
20065630721/6797161 38462335471/6797161 278091483564/85570881 553621333065/85570881
23320967480/7372517 50374466920/7372517 74455338007/22907156 148232748574/22907156
278091483564/85570881 553621333065/85570881 74455338007/22907156 148232748574/22907156
74455338007/22907156 148232748574/22907156 137434590282/42279615 273539335644/42279615
278091483564/85570881 553621333065/85570881 137434590282/42279615 273539335644/42279615
16461292915/6368701 3513382624/6368701 85223601704/26137556 14480923832/26137556
122626111896/38369976 17348713944/38369976 85223601704/26137556 14480923832/26137556
3242/1 9739/1 217271611569/66267462 608017886943/66267462
134224479660/47386620 437647169388/47386620 217271611569/66267462 608017886943/66267462
85775547515/26795375 203493797870/26795375 119865526948/36436363 274586708348/36436363
18102126596/5577218 40665933436/5577218 119865526948/36436363 274586708348/36436363
45636088192/14374358 99143016512/14374358 20390672066/6186616 41692139578/6186616
3233/1 6756/1 20390672066/6186616 41692139578/6186616
29456662125/9381525 6651332850/9381525 59250556588/17928388 11182660012/17928388
85223601704/26137556 14480923832/26137556 59250556588/17928388 11182660012/17928388
59900884945/18506765 142252909920/18506765 82948246497/25074844 191517538287/25074844
119865526948/36436363 274586708348/36436363 82948246497/25074844 191517538287/25074844
109582947250/38556260 315161940470/38556260 70062031075/21123175 166750167925/21123175
59900884945/18506765 142252909920/18506765 70062031075/21123175 166750167925/21123175
20390672066/6186616 41692139578/6186616 123344928517/37022579 247773566993/37022579
74455338007/22907156 148232748574/22907156 123344928517/37022579 247773566993/37022579
119865526948/36436363 274586708348/36436363 180132441700/53955838 404882010464/53955838
18102126596/5577218 40665933436/5577218 180132441700/53955838 404882010464/53955838
20390672066/6186616 41692139578/6186616 68350677708/20439942 137482616910/20439942
123344928517/37022579 247773566993/37022579 68350677708/20439942 137482616910/20439942
217271611569/66267462 608017886943/66267462 81885236867/24466970 198913616725/24466970
52948454340/18664364 163447634740/18664364 81885236867/24466970 198913616725/24466970
70062031075/21123175 166750167925/21123175 97227373780/29018300 228498707180/29018300
82948246497/25074844 191517538287/25074844 97227373780/29018300 228498707180/29018300
81885236867/24466970 198913616725/24466970 34892335975/10398315 83130151610/10398315
70062031075/21123175 166750167925/21123175 34892335975/10398315 83130151610/10398315
34892335975/10398315 83130151610/10398315 28932404727/8610858 68256287097/8610858
97227373780/29018300 228498707180/29018300 28932404727/8610858 68256287097/8610858
3321/1 7284/1 64268050746/19112554 134625840568/19112554
90265188578/27968456 201079055038/27968456 64268050746/19112554 134625840568/19112554
28932404727/8610858 68256287097/8610858 176695205665/52526570 413195794355/52526570
97227373780/29018300 228498707180/29018300 176695205665/52526570 413195794355/52526570
3156/1 2832/1 25566622554/7598627 22541538972/7598627
3347/1 2951/1 25566622554/7598627 22541538972/7598627
82948246497/25074844 191517538287/25074844 125926244744/37294398 283103671542/37294398
180132441700/53955838 404882010464/53955838 125926244744/37294398 283103671542/37294398
176695205665/52526570 413195794355/52526570 76715975096/22689242 172475004658/22689242
125926244744/37294398 283103671542/37294398 76715975096/22689242 172475004658/22689242
76715975096/22689242 172475004658/22689242 150264474144/44429398 337097458902/44429398
125926244744/37294398 283103671542/37294398 150264474144/44429398 337097458902/44429398
82736223994/27064568 105743001563/27064568 37101057540/10968114 40221930711/10968114
71213480776/22922420 76364273338/22922420 37101057540/10968114 40221930711/10968114
34892335975/10398315 83130151610/10398315 7727584615/2281755 18425610665/2281755
28932404727/8610858 68256287097/8610858 7727584615/2281755 18425610665/2281755
81885236867/24466970 198913616725/24466970 52850370290/15601556 126056849710/15601556
7727584615/2281755 18425610665/2281755 52850370290/15601556 126056849710/15601556
52850370290/15601556 126056849710/15601556 41866474335/12356755 99829927175/12356755
7727584615/2281755 18425610665/2281755 41866474335/12356755 99829927175/12356755
150264474144/44429398 337097458902/44429398 220081107673/64926169 485015328266/64926169
180132441700/53955838 404882010464/53955838 220081107673/64926169 485015328266/64926169
32518891044/10124511 32910675930/10124511 144071732788/42496948 132318410803/42496948
72031415029/26062309 70800079210/26062309 144071732788/42496948 132318410803/42496948
64268050746/19112554 134625840568/19112554 66766877445/19671879 134998518757/19671879
68350677708/20439942 137482616910/20439942 66766877445/19671879 134998518757/19671879
29456662125/9381525 6651332850/9381525 42080767588/12351088 9691894612/12351088
59250556588/17928388 11182660012/17928388 42080767588/12351088 9691894612/12351088
183053801938/57682828 231890755355/57682828 77558566188/22685934 84191565175/22685934
37101057540/10968114 40221930711/10968114 77558566188/22685934 84191565175/22685934
66766877445/19671879 134998518757/19671879 28309793406/8274702 55485250472/8274702
68350677708/20439942 137482616910/20439942 28309793406/8274702 55485250472/8274702
220081107673/64926169 485015328266/64926169 155202789872/45359516 316622341324/45359516
64268050746/19112554 134625840568/19112554 155202789872/45359516 316622341324/45359516
155202789872/45359516 316622341324/45359516 111841992176/32664403 226824366067/32664403
66766877445/19671879 134998518757/19671879 111841992176/32664403 226824366067/32664403
53617204534/17486202 28737916228/17486202 230609601768/67227956 102832709644/67227956
29888119110/10363434 10862039910/10363434 230609601768/67227956 102832709644/67227956
155202789872/45359516 316622341324/45359516 241293342608/70289974 489795092886/70289974
111841992176/32664403 226824366067/32664403 241293342608/70289974 489795092886/70289974
59250556588/17928388 11182660012/17928388 36478946585/10608749 5884141676/10608749
85223601704/26137556 14480923832/26137556 36478946585/10608749 5884141676/10608749
111841992176/32664403 226824366067/32664403 60890505100/17701568 118607787692/17701568
28309793406/8274702 55485250472/8274702 60890505100/17701568 118607787692/17701568
28309793406/8274702 55485250472/8274702 31169375529/9033707 59057657765/9033707
