2704
0/1 13/1 182/351 4394/351
48/108 2100/108 70/135 2500/135
42/162 3120/162 70/135 2500/135
42/162 5304/162 70/135 4520/135
48/108 3516/108 70/135 4520/135
0/1 39/1 182/351 13858/351
156/324 12480/324 182/351 13858/351
182/351 4394/351 210/378 4368/378
0/1 12/1 210/378 4368/378
12/27 552/27 30/54 1056/54
30/81 1650/81 30/54 1056/54
30/81 2562/81 30/54 1752/54
12/27 852/27 30/54 1752/54
0/1 40/1 210/378 15288/378
182/351 13858/351 210/378 15288/378
210/378 4368/378 240/405 4290/405
0/1 11/1 240/405 4290/405
70/135 2500/135 96/162 2850/162
56/189 3458/189 96/162 2850/162
56/189 6370/189 96/162 5574/162
70/135 4520/135 96/162 5574/162
0/1 41/1 240/405 16770/405
210/378 15288/378 240/405 16770/405
240/405 4290/405 272/432 4160/432
0/1 10/1 272/432 4160/432
0/1 42/1 272/432 18304/432
240/405 16770/405 272/432 18304/432
272/432 4160/432 306/459 3978/459
0/1 9/1 306/459 3978/459
96/162 2850/162 126/189 3150/189
72/216 3744/216 126/189 3150/189
30/54 1056/54 54/81 1512/81
48/108 2100/108 54/81 1512/81
48/108 3516/108 54/81 2700/81
30/54 1752/54 54/81 2700/81
72/216 7488/216 126/189 6678/189
96/162 5574/162 126/189 6678/189
0/1 43/1 306/459 19890/459
272/432 18304/432 306/459 19890/459
306/459 3978/459 342/486 3744/486
0/1 8/1 342/486 3744/486
0/1 44/1 342/486 21528/486
306/459 19890/459 342/486 21528/486
342/486 3744/486 380/513 3458/513
0/1 7/1 380/513 3458/513
126/189 3150/189 160/216 3400/216
90/243 3978/243 160/216 3400/216
12/27 552/27 20/27 506/27
30/54 1056/54 20/27 506/27
30/54 1752/54 20/27 898/27
12/27 852/27 20/27 898/27
90/243 8658/243 160/216 7832/216
126/189 6678/189 160/216 7832/216
0/1 45/1 380/513 23218/513
342/486 21528/486 380/513 23218/513
380/513 3458/513 420/540 3120/540
0/1 6/1 420/540 3120/540
54/81 1512/81 84/108 1920/108
70/135 2500/135 84/108 1920/108
70/135 4520/135 84/108 3696/108
54/81 2700/81 84/108 3696/108
0/1 46/1 420/540 24960/540
380/513 23218/513 420/540 24960/540
420/540 3120/540 462/567 2730/567
0/1 5/1 462/567 2730/567
160/216 3400/216 198/243 3600/243
110/270 4160/270 198/243 3600/243
110/270 9880/270 198/243 9036/243
160/216 7832/216 198/243 9036/243
0/1 47/1 462/567 26754/567
420/540 24960/540 462/567 26754/567
462/567 2730/567 506/594 2288/594
0/1 4/1 506/594 2288/594
0/1 48/1 506/594 28600/594
462/567 26754/567 506/594 28600/594
506/594 2288/594 552/621 1794/621
0/1 3/1 552/621 1794/621
198/243 3600/243 240/270 3750/270
132/297 4290/297 240/270 3750/270
84/108 1920/108 120/135 2280/135
96/162 2850/162 120/135 2280/135
20/27 506/27 48/54 966/54
54/81 1512/81 48/54 966/54
54/81 2700/81 48/54 1842/54
20/27 898/27 48/54 1842/54
96/162 5574/162 120/135 4740/135
84/108 3696/108 120/135 4740/135
132/297 11154/297 240/270 10290/270
198/243 9036/243 240/270 10290/270
0/1 49/1 552/621 30498/621
506/594 28600/594 552/621 30498/621
552/621 1794/621 600/648 1248/648
0/1 2/1 600/648 1248/648
0/1 50/1 600/648 32448/648
552/621 30498/621 600/648 32448/648
600/648 1248/648 650/675 650/675
0/1 1/1 650/675 650/675
240/270 3750/270 286/297 3850/297
156/324 4368/324 286/297 3850/297
156/324 12480/324 286/297 11594/297
240/270 10290/270 286/297 11594/297
0/1 51/1 650/675 34450/675
600/648 32448/648 650/675 34450/675
650/675 650/675 1/1 0/1
120/135 2280/135 162/162 2592/162
126/189 3150/189 162/162 2592/162
126/189 6678/189 162/162 5832/162
120/135 4740/135 162/162 5832/162
650/675 34450/675 1/1 52/1
286/297 3850/297 336/324 3900/324
182/351 4394/351 336/324 3900/324
48/54 966/54 84/81 1380/81
84/108 1920/108 84/81 1380/81
84/108 3696/108 84/81 2832/81
48/54 1842/54 84/81 2832/81
182/351 13858/351 336/324 12948/324
286/297 11594/297 336/324 12948/324
336/324 3900/324 390/351 3900/351
210/378 4368/378 390/351 3900/351
162/162 2592/162 210/189 2856/189
160/216 3400/216 210/189 2856/189
20/27 506/27 30/27 462/27
48/54 966/54 30/27 462/27
48/54 1842/54 30/27 942/27
20/27 898/27 30/27 942/27
160/216 7832/216 210/189 6972/189
162/162 5832/162 210/189 6972/189
210/378 15288/378 390/351 14352/351
336/324 12948/324 390/351 14352/351
390/351 3900/351 448/378 3850/378
240/405 4290/405 448/378 3850/378
84/81 1380/81 128/108 1748/108
120/135 2280/135 128/108 1748/108
120/135 4740/135 128/108 3868/108
84/81 2832/81 128/108 3868/108
240/405 16770/405 448/378 15806/378
390/351 14352/351 448/378 15806/378
210/189 2856/189 264/216 3072/216
198/243 3600/243 264/216 3072/216
198/243 9036/243 264/216 8160/216
210/189 6972/189 264/216 8160/216
448/378 3850/378 510/405 3750/405
272/432 4160/432 510/405 3750/405
272/432 18304/432 510/405 17310/405
448/378 15806/378 510/405 17310/405
30/27 462/27 70/54 880/54
84/81 1380/81 70/54 880/54
84/81 2832/81 70/54 1928/54
30/27 942/27 70/54 1928/54
510/405 3750/405 576/432 3600/432
306/459 3978/459 576/432 3600/432
264/216 3072/216 324/243 3240/243
240/270 3750/270 324/243 3240/243
128/108 1748/108 180/135 2070/135
162/162 2592/162 180/135 2070/135
162/162 5832/162 180/135 4950/135
128/108 3868/108 180/135 4950/135
240/270 10290/270 324/243 9396/243
264/216 8160/216 324/243 9396/243
306/459 19890/459 576/432 18864/432
510/405 17310/405 576/432 18864/432
576/432 3600/432 646/459 3400/459
342/486 3744/486 646/459 3400/459
342/486 21528/486 646/459 20468/459
576/432 18864/432 646/459 20468/459
324/243 3240/243 390/270 3360/270
286/297 3850/297 390/270 3360/270
286/297 11594/297 390/270 10680/270
324/243 9396/243 390/270 10680/270
646/459 3400/459 720/486 3150/486
380/513 3458/513 720/486 3150/486
180/135 2070/135 240/162 2346/162
210/189 2856/189 240/162 2346/162
70/54 880/54 120/81 1254/81
128/108 1748/108 120/81 1254/81
128/108 3868/108 120/81 2958/81
70/54 1928/54 120/81 2958/81
210/189 6972/189 240/162 6078/162
180/135 4950/135 240/162 6078/162
380/513 23218/513 720/486 22122/486
646/459 20468/459 720/486 22122/486
720/486 3150/486 798/513 2850/513
420/540 3120/540 798/513 2850/513
390/270 3360/270 462/297 3432/297
336/324 3900/324 462/297 3432/297
30/27 462/27 42/27 420/27
70/54 880/54 42/27 420/27
70/54 1928/54 42/27 984/27
30/27 942/27 42/27 984/27
336/324 12948/324 462/297 12012/297
390/270 10680/270 462/297 12012/297
420/540 24960/540 798/513 23826/513
720/486 22122/486 798/513 23826/513
798/513 2850/513 880/540 2500/540
462/567 2730/567 880/540 2500/540
240/162 2346/162 308/189 2576/189
264/216 3072/216 308/189 2576/189
264/216 8160/216 308/189 7252/189
240/162 6078/162 308/189 7252/189
462/567 26754/567 880/540 25580/540
798/513 23826/513 880/540 25580/540
462/297 3432/297 540/324 3456/324
390/351 3900/351 540/324 3456/324
120/81 1254/81 180/108 1584/108
180/135 2070/135 180/108 1584/108
180/135 4950/135 180/108 4032/108
120/81 2958/81 180/108 4032/108
390/351 14352/351 540/324 13392/324
462/297 12012/297 540/324 13392/324
880/540 2500/540 966/567 2100/567
506/594 2288/594 966/567 2100/567
506/594 28600/594 966/567 27384/567
880/540 25580/540 966/567 27384/567
966/567 2100/567 1056/594 1650/594
552/621 1794/621 1056/594 1650/594
540/324 3456/324 624/351 3432/351
448/378 3850/378 624/351 3432/351
308/189 2576/189 384/216 2760/216
324/243 3240/243 384/216 2760/216
42/27 420/27 96/54 798/54
120/81 1254/81 96/54 798/54
120/81 2958/81 96/54 2010/54
42/27 984/27 96/54 2010/54
324/243 9396/243 384/216 8472/216
308/189 7252/189 384/216 8472/216
448/378 15806/378 624/351 14820/351
540/324 13392/324 624/351 14820/351
552/621 30498/621 1056/594 29238/594
966/567 27384/567 1056/594 29238/594
1056/594 1650/594 1150/621 1150/621
600/648 1248/648 1150/621 1150/621
180/108 1584/108 250/135 1870/135
240/162 2346/162 250/135 1870/135
240/162 6078/162 250/135 5150/135
180/108 4032/108 250/135 5150/135
600/648 32448/648 1150/621 31142/621
1056/594 29238/594 1150/621 31142/621
624/351 3432/351 714/378 3360/378
510/405 3750/405 714/378 3360/378
510/405 17310/405 714/378 16296/378
624/351 14820/351 714/378 16296/378
1150/621 1150/621 1248/648 600/648
650/675 650/675 1248/648 600/648
384/216 2760/216 468/243 2898/243
390/270 3360/270 468/243 2898/243
390/270 10680/270 468/243 9738/243
384/216 8472/216 468/243 9738/243
650/675 34450/675 1248/648 33096/648
1150/621 31142/621 1248/648 33096/648
1248/648 600/648 2/1 0/1
714/378 3360/378 810/405 3240/405
576/432 3600/432 810/405 3240/405
96/54 798/54 162/81 1134/81
180/108 1584/108 162/81 1134/81
180/108 4032/108 162/81 3078/81
96/54 2010/54 162/81 3078/81
576/432 18864/432 810/405 17820/405
714/378 16296/378 810/405 17820/405
1248/648 33096/648 2/1 52/1
250/135 1870/135 330/162 2112/162
308/189 2576/189 330/162 2112/162
308/189 7252/189 330/162 6312/162
250/135 5150/135 330/162 6312/162
468/243 2898/243 560/270 2990/270
462/297 3432/297 560/270 2990/270
42/27 420/27 56/27 380/27
96/54 798/54 56/27 380/27
96/54 2010/54 56/27 1024/27
42/27 984/27 56/27 1024/27
462/297 12012/297 560/270 11050/270
468/243 9738/243 560/270 11050/270
810/405 3240/405 912/432 3072/432
646/459 3400/459 912/432 3072/432
646/459 20468/459 912/432 19392/432
810/405 17820/405 912/432 19392/432
912/432 3072/432 1020/459 2856/459
720/486 3150/486 1020/459 2856/459
560/270 2990/270 660/297 3036/297
540/324 3456/324 660/297 3036/297
330/162 2112/162 420/189 2310/189
384/216 2760/216 420/189 2310/189
162/81 1134/81 240/108 1428/108
250/135 1870/135 240/108 1428/108
250/135 5150/135 240/108 4188/108
162/81 3078/81 240/108 4188/108
384/216 8472/216 420/189 7518/189
330/162 6312/162 420/189 7518/189
540/324 13392/324 660/297 12408/297
560/270 11050/270 660/297 12408/297
720/486 22122/486 1020/459 21012/459
912/432 19392/432 1020/459 21012/459
1020/459 2856/459 1134/486 2592/486
798/513 2850/513 1134/486 2592/486
56/27 380/27 126/54 720/54
162/81 1134/81 126/54 720/54
162/81 3078/81 126/54 2088/54
56/27 1024/27 126/54 2088/54
798/513 23826/513 1134/486 22680/486
1020/459 21012/459 1134/486 22680/486
660/297 3036/297 768/324 3036/324
624/351 3432/351 768/324 3036/324
624/351 14820/351 768/324 13812/324
660/297 12408/297 768/324 13812/324
420/189 2310/189 520/216 2464/216
468/243 2898/243 520/216 2464/216
468/243 9738/243 520/216 8768/216
420/189 7518/189 520/216 8768/216
1134/486 2592/486 1254/513 2280/513
880/540 2500/540 1254/513 2280/513
240/108 1428/108 330/135 1680/135
330/162 2112/162 330/135 1680/135
330/162 6312/162 330/135 5340/135
240/108 4188/108 330/135 5340/135
880/540 25580/540 1254/513 24396/513
1134/486 22680/486 1254/513 24396/513
768/324 3036/324 884/351 2990/351
714/378 3360/378 884/351 2990/351
714/378 16296/378 884/351 15262/351
768/324 13812/324 884/351 15262/351
1254/513 2280/513 1380/540 1920/540
966/567 2100/567 1380/540 1920/540
966/567 27384/567 1380/540 26160/540
1254/513 24396/513 1380/540 26160/540
520/216 2464/216 630/243 2574/243
560/270 2990/270 630/243 2574/243
126/54 720/54 210/81 1020/81
240/108 1428/108 210/81 1020/81
240/108 4188/108 210/81 3192/81
126/54 2088/54 210/81 3192/81
560/270 11050/270 630/243 10062/243
520/216 8768/216 630/243 10062/243
1380/540 1920/540 1512/567 1512/567
1056/594 1650/594 1512/567 1512/567
884/351 2990/351 1008/378 2898/378
810/405 3240/405 1008/378 2898/378
330/135 1680/135 432/162 1890/162
420/189 2310/189 432/162 1890/162
56/27 380/27 72/27 342/27
126/54 720/54 72/27 342/27
126/54 2088/54 72/27 1062/27
56/27 1024/27 72/27 1062/27
420/189 7518/189 432/162 6534/162
330/135 5340/135 432/162 6534/162
810/405 17820/405 1008/378 16758/378
884/351 15262/351 1008/378 16758/378
1056/594 29238/594 1512/567 27972/567
1380/540 26160/540 1512/567 27972/567
1512/567 1512/567 1650/594 1056/594
1150/621 1150/621 1650/594 1056/594
630/243 2574/243 750/270 2640/270
660/297 3036/297 750/270 2640/270
660/297 12408/297 750/270 11400/270
630/243 10062/243 750/270 11400/270
1150/621 31142/621 1650/594 29832/594
1512/567 27972/567 1650/594 29832/594
1008/378 2898/378 1140/405 2760/405
912/432 3072/432 1140/405 2760/405
912/432 19392/432 1140/405 18300/405
1008/378 16758/378 1140/405 18300/405
210/81 1020/81 308/108 1280/108
330/135 1680/135 308/108 1280/108
330/135 5340/135 308/108 4336/108
210/81 3192/81 308/108 4336/108
1650/594 1056/594 1794/621 552/621
1248/648 600/648 1794/621 552/621
432/162 1890/162 546/189 2058/189
520/216 2464/216 546/189 2058/189
520/216 8768/216 546/189 7770/189
432/162 6534/162 546/189 7770/189
1248/648 33096/648 1794/621 31740/621
1650/594 29832/594 1794/621 31740/621
1140/405 2760/405 1280/432 2576/432
1020/459 2856/459 1280/432 2576/432
750/270 2640/270 880/297 2662/297
768/324 3036/324 880/297 2662/297
72/27 342/27 160/54 646/54
210/81 1020/81 160/54 646/54
210/81 3192/81 160/54 2162/54
72/27 1062/27 160/54 2162/54
768/324 13812/324 880/297 12782/297
750/270 11400/270 880/297 12782/297
1020/459 21012/459 1280/432 19888/432
1140/405 18300/405 1280/432 19888/432
1794/621 552/621 3/1 0/1
1794/621 31740/621 3/1 52/1
1280/432 2576/432 1428/459 2346/459
1134/486 2592/486 1428/459 2346/459
546/189 2058/189 672/216 2184/216
630/243 2574/243 672/216 2184/216
308/108 1280/108 420/135 1500/135
432/162 1890/162 420/135 1500/135
432/162 6534/162 420/135 5520/135
308/108 4336/108 420/135 5520/135
630/243 10062/243 672/216 9048/216
546/189 7770/189 672/216 9048/216
1134/486 22680/486 1428/459 21522/459
1280/432 19888/432 1428/459 21522/459
880/297 2662/297 1020/324 2640/324
884/351 2990/351 1020/324 2640/324
884/351 15262/351 1020/324 14208/324
880/297 12782/297 1020/324 14208/324
1428/459 2346/459 1584/486 2070/486
1254/513 2280/513 1584/486 2070/486
160/54 646/54 264/81 912/81
308/108 1280/108 264/81 912/81
308/108 4336/108 264/81 3300/81
160/54 2162/54 264/81 3300/81
1254/513 24396/513 1584/486 23202/486
1428/459 21522/459 1584/486 23202/486
1020/324 2640/324 1170/351 2574/351
1008/378 2898/378 1170/351 2574/351
672/216 2184/216 810/243 2268/243
750/270 2640/270 810/243 2268/243
72/27 342/27 90/27 306/27
160/54 646/54 90/27 306/27
160/54 2162/54 90/27 1098/27
72/27 1062/27 90/27 1098/27
750/270 11400/270 810/243 10368/243
672/216 9048/216 810/243 10368/243
1008/378 16758/378 1170/351 15678/351
1020/324 14208/324 1170/351 15678/351
420/135 1500/135 546/162 1680/162
546/189 2058/189 546/162 1680/162
546/189 7770/189 546/162 6744/162
420/135 5520/135 546/162 6744/162
1584/486 2070/486 1748/513 1748/513
1380/540 1920/540 1748/513 1748/513
1380/540 26160/540 1748/513 24928/513
1584/486 23202/486 1748/513 24928/513
1170/351 2574/351 1330/378 2464/378
1140/405 2760/405 1330/378 2464/378
1140/405 18300/405 1330/378 17192/378
1170/351 15678/351 1330/378 17192/378
1748/513 1748/513 1920/540 1380/540
1512/567 1512/567 1920/540 1380/540
810/243 2268/243 960/270 2310/270
880/297 2662/297 960/270 2310/270
264/81 912/81 384/108 1140/108
420/135 1500/135 384/108 1140/108
420/135 5520/135 384/108 4476/108
264/81 3300/81 384/108 4476/108
880/297 12782/297 960/270 11730/270
810/243 10368/243 960/270 11730/270
1512/567 27972/567 1920/540 26700/540
1748/513 24928/513 1920/540 26700/540
546/162 1680/162 686/189 1820/189
672/216 2184/216 686/189 1820/189
672/216 9048/216 686/189 8008/189
546/162 6744/162 686/189 8008/189
90/27 306/27 198/54 576/54
264/81 912/81 198/54 576/54
264/81 3300/81 198/54 2232/54
90/27 1098/27 198/54 2232/54
1920/540 1380/540 2100/567 966/567
1650/594 1056/594 2100/567 966/567
1330/378 2464/378 1500/405 2310/405
1280/432 2576/432 1500/405 2310/405
1280/432 19888/432 1500/405 18750/405
1330/378 17192/378 1500/405 18750/405
1650/594 29832/594 2100/567 28518/567
1920/540 26700/540 2100/567 28518/567
960/270 2310/270 1122/297 2310/297
1020/324 2640/324 1122/297 2310/297
1020/324 14208/324 1122/297 13134/297
960/270 11730/270 1122/297 13134/297
2100/567 966/567 2288/594 506/594
1794/621 552/621 2288/594 506/594
384/108 1140/108 520/135 1330/135
546/162 1680/162 520/135 1330/135
546/162 6744/162 520/135 5690/135
384/108 4476/108 520/135 5690/135
1794/621 31740/621 2288/594 30382/594
2100/567 28518/567 2288/594 30382/594
1500/405 2310/405 1680/432 2112/432
1428/459 2346/459 1680/432 2112/432
686/189 1820/189 840/216 1920/216
810/243 2268/243 840/216 1920/216
810/243 10368/243 840/216 9312/216
686/189 8008/189 840/216 9312/216
1428/459 21522/459 1680/432 20352/432
1500/405 18750/405 1680/432 20352/432
2288/594 506/594 4/1 0/1
1122/297 2310/297 1296/324 2268/324
1170/351 2574/351 1296/324 2268/324
198/54 576/54 324/81 810/81
384/108 1140/108 324/81 810/81
384/108 4476/108 324/81 3402/81
198/54 2232/54 324/81 3402/81
1170/351 15678/351 1296/324 14580/324
1122/297 13134/297 1296/324 14580/324
2288/594 30382/594 4/1 52/1
1680/432 2112/432 1870/459 1870/459
1584/486 2070/486 1870/459 1870/459
90/27 306/27 110/27 272/27
198/54 576/54 110/27 272/27
198/54 2232/54 110/27 1132/27
90/27 1098/27 110/27 1132/27
1584/486 23202/486 1870/459 21998/459
1680/432 20352/432 1870/459 21998/459
840/216 1920/216 1008/243 1980/243
960/270 2310/270 1008/243 1980/243
520/135 1330/135 672/162 1482/162
686/189 1820/189 672/162 1482/162
686/189 8008/189 672/162 6942/162
520/135 5690/135 672/162 6942/162
960/270 11730/270 1008/243 10656/243
840/216 9312/216 1008/243 10656/243
1296/324 2268/324 1482/351 2184/351
1330/378 2464/378 1482/351 2184/351
1330/378 17192/378 1482/351 16068/351
1296/324 14580/324 1482/351 16068/351
1870/459 1870/459 2070/486 1584/486
1748/513 1748/513 2070/486 1584/486
1748/513 24928/513 2070/486 23688/486
1870/459 21998/459 2070/486 23688/486
324/81 810/81 468/108 1008/108
520/135 1330/135 468/108 1008/108
520/135 5690/135 468/108 4608/108
324/81 3402/81 468/108 4608/108
1008/243 1980/243 1190/270 2000/270
1122/297 2310/297 1190/270 2000/270
1122/297 13134/297 1190/270 12040/270
1008/243 10656/243 1190/270 12040/270
2070/486 1584/486 2280/513 1254/513
1920/540 1380/540 2280/513 1254/513
1482/351 2184/351 1680/378 2058/378
1500/405 2310/405 1680/378 2058/378
672/162 1482/162 840/189 1596/189
840/216 1920/216 840/189 1596/189
110/27 272/27 240/54 510/54
324/81 810/81 240/54 510/54
324/81 3402/81 240/54 2298/54
110/27 1132/27 240/54 2298/54
840/216 9312/216 840/189 8232/189
672/162 6942/162 840/189 8232/189
1500/405 18750/405 1680/378 17598/378
1482/351 16068/351 1680/378 17598/378
1920/540 26700/540 2280/513 25422/513
2070/486 23688/486 2280/513 25422/513
2280/513 1254/513 2500/540 880/540
2100/567 966/567 2500/540 880/540
2100/567 28518/567 2500/540 27200/540
2280/513 25422/513 2500/540 27200/540
1680/378 2058/378 1890/405 1890/405
1680/432 2112/432 1890/405 1890/405
1190/270 2000/270 1386/297 1980/297
1296/324 2268/324 1386/297 1980/297
468/108 1008/108 630/135 1170/135
672/162 1482/162 630/135 1170/135
672/162 6942/162 630/135 5850/135
468/108 4608/108 630/135 5850/135
1296/324 14580/324 1386/297 13464/297
1190/270 12040/270 1386/297 13464/297
1680/432 20352/432 1890/405 19170/405
1680/378 17598/378 1890/405 19170/405
840/189 1596/189 1024/216 1672/216
1008/243 1980/243 1024/216 1672/216
1008/243 10656/243 1024/216 9560/216
840/189 8232/189 1024/216 9560/216
2500/540 880/540 2730/567 462/567
2288/594 506/594 2730/567 462/567
240/54 510/54 390/81 714/81
468/108 1008/108 390/81 714/81
468/108 4608/108 390/81 3498/81
240/54 2298/54 390/81 3498/81
2288/594 30382/594 2730/567 29022/567
2500/540 27200/540 2730/567 29022/567
1890/405 1890/405 2112/432 1680/432
1870/459 1870/459 2112/432 1680/432
110/27 272/27 132/27 240/27
240/54 510/54 132/27 240/27
240/54 2298/54 132/27 1164/27
110/27 1132/27 132/27 1164/27
1870/459 21998/459 2112/432 20784/432
1890/405 19170/405 2112/432 20784/432
1386/297 1980/297 1596/324 1920/324
1482/351 2184/351 1596/324 1920/324
1482/351 16068/351 1596/324 14928/324
1386/297 13464/297 1596/324 14928/324
2730/567 462/567 5/1 0/1
630/135 1170/135 810/162 1296/162
840/189 1596/189 810/162 1296/162
840/189 8232/189 810/162 7128/162
630/135 5850/135 810/162 7128/162
2730/567 29022/567 5/1 52/1
1024/216 1672/216 1224/243 1710/243
1190/270 2000/270 1224/243 1710/243
1190/270 12040/270 1224/243 10926/243
1024/216 9560/216 1224/243 10926/243
2112/432 1680/432 2346/459 1428/459
2070/486 1584/486 2346/459 1428/459
2070/486 23688/486 2346/459 22440/459
2112/432 20784/432 2346/459 22440/459
1596/324 1920/324 1820/351 1820/351
1680/378 2058/378 1820/351 1820/351
390/81 714/81 560/108 884/108
630/135 1170/135 560/108 884/108
630/135 5850/135 560/108 4732/108
390/81 3498/81 560/108 4732/108
1680/378 17598/378 1820/351 16432/351
1596/324 14928/324 1820/351 16432/351
132/27 240/27 286/54 448/54
390/81 714/81 286/54 448/54
390/81 3498/81 286/54 2360/54
132/27 1164/27 286/54 2360/54
2346/459 1428/459 2592/486 1134/486
2280/513 1254/513 2592/486 1134/486
1224/243 1710/243 1440/270 1710/270
1386/297 1980/297 1440/270 1710/270
810/162 1296/162 1008/189 1386/189
1024/216 1672/216 1008/189 1386/189
1024/216 9560/216 1008/189 8442/189
810/162 7128/162 1008/189 8442/189
1386/297 13464/297 1440/270 12330/270
1224/243 10926/243 1440/270 12330/270
2280/513 25422/513 2592/486 24138/486
2346/459 22440/459 2592/486 24138/486
1820/351 1820/351 2058/378 1680/378
1890/405 1890/405 2058/378 1680/378
1890/405 19170/405 2058/378 17976/378
1820/351 16432/351 2058/378 17976/378
2592/486 1134/486 2850/513 798/513
2500/540 880/540 2850/513 798/513
560/108 884/108 750/135 1020/135
810/162 1296/162 750/135 1020/135
810/162 7128/162 750/135 6000/135
560/108 4732/108 750/135 6000/135
2500/540 27200/540 2850/513 25878/513
2592/486 24138/486 2850/513 25878/513
1440/270 1710/270 1672/297 1672/297
1596/324 1920/324 1672/297 1672/297
1596/324 14928/324 1672/297 13772/297
1440/270 12330/270 1672/297 13772/297
1008/189 1386/189 1224/216 1440/216
1224/243 1710/243 1224/216 1440/216
1224/243 10926/243 1224/216 9792/216
1008/189 8442/189 1224/216 9792/216
2058/378 1680/378 2310/405 1500/405
2112/432 1680/432 2310/405 1500/405
286/54 448/54 462/81 624/81
560/108 884/108 462/81 624/81
560/108 4732/108 462/81 3588/81
286/54 2360/54 462/81 3588/81
2112/432 20784/432 2310/405 19560/405
2058/378 17976/378 2310/405 19560/405
2850/513 798/513 3120/540 420/540
2730/567 462/567 3120/540 420/540
132/27 240/27 156/27 210/27
286/54 448/54 156/27 210/27
286/54 2360/54 156/27 1194/27
132/27 1164/27 156/27 1194/27
2730/567 29022/567 3120/540 27660/540
2850/513 25878/513 3120/540 27660/540
1672/297 1672/297 1920/324 1596/324
1820/351 1820/351 1920/324 1596/324
750/135 1020/135 960/162 1122/162
1008/189 1386/189 960/162 1122/162
1008/189 8442/189 960/162 7302/162
750/135 6000/135 960/162 7302/162
1820/351 16432/351 1920/324 15252/324
1672/297 13772/297 1920/324 15252/324
2310/405 1500/405 2576/432 1280/432
2346/459 1428/459 2576/432 1280/432
2346/459 22440/459 2576/432 21184/432
2310/405 19560/405 2576/432 21184/432
3120/540 420/540 6/1 0/1
1224/216 1440/216 1458/243 1458/243
1440/270 1710/270 1458/243 1458/243
1440/270 12330/270 1458/243 11178/243
1224/216 9792/216 1458/243 11178/243
3120/540 27660/540 6/1 52/1
462/81 624/81 660/108 768/108
750/135 1020/135 660/108 768/108
750/135 6000/135 660/108 4848/108
462/81 3588/81 660/108 4848/108
2576/432 1280/432 2856/459 1020/459
2592/486 1134/486 2856/459 1020/459
1920/324 1596/324 2184/351 1482/351
2058/378 1680/378 2184/351 1482/351
156/27 210/27 336/54 390/54
462/81 624/81 336/54 390/54
462/81 3588/81 336/54 2418/54
156/27 1194/27 336/54 2418/54
2058/378 17976/378 2184/351 16770/351
1920/324 15252/324 2184/351 16770/351
2592/486 24138/486 2856/459 22848/459
2576/432 21184/432 2856/459 22848/459
960/162 1122/162 1190/189 1190/189
1224/216 1440/216 1190/189 1190/189
1224/216 9792/216 1190/189 8638/189
960/162 7302/162 1190/189 8638/189
1458/243 1458/243 1710/270 1440/270
1672/297 1672/297 1710/270 1440/270
1672/297 13772/297 1710/270 12600/270
1458/243 11178/243 1710/270 12600/270
2856/459 1020/459 3150/486 720/486
